product_name,food_groups_en,nova_group,nutriscore_grade,nutriscore_score,ecoscore_grade,ecoscore_score,ingredients_text
Fruit Punch 4 Juice Blend From Concentrate With Added Ingredients,"Beverages,Unsweetened beverages",4,c,6,e,21.0,"100% fruit juice (filtered water sufficient to reconstitute apple, pear, jujube fruit, cherry and pineapple juice concentrates), natural flavors, ascorbic acid (vitamin c), calcium lactate, calcium gluconate, citric acid, vegetable color, vitamin a palmitate, vitamin e acetate."
diots de savoie fumés,"Fish‚ Meat‚ Eggs,Processed meat",3,e,28,c,46.0,"89,5% viande de porc (Origine: France), 8% eau, sel, lactose lait, ail, poivre, muscade, conservateur nitrite de sodium ; ferments (Jait, boyau naturel de porc. Traces éventuelles de fruits à coque"
Huile de sesame,"Cereals and potatoes,Cereals",2,c,6,c,52.0,100% huile de sesame
Extra Virgin Olive Oil,"Fats and sauces,Fats",2,b,0,e,27.0,100% olive oil.
Extra Virgin Olive Oil,"Fats and sauces,Fats",2,b,0,e,27.0,100% extra virgin olive oil.
Pain de mie grandes tranches spécial sandwich 7 cereales,"Cereals and potatoes,Bread",4,b,1,b,71.0,"41% farine de blé, eau, levain de blé (farine de blé, eau), graines de tournesol, huile de colza, 2,8% flocons d'avoine, 2,8% flocons de seigle, graines de lin, blé complet égrugé, levure, sucre, protéines de blé, sel, farine de riz, 0,2% farine de malt d'orge, 0,2% farine d'épeautre (blé), farine de germes de blé, farine de sarrasin, correcteur d'acidité: acétates de sodium; arôme naturel, alcool. Traces éventuelles de soja, de moutarde, de lupins et de lait. Contient de l'alcool"
100% extra virgin olive oil,"Fats and sauces,Fats",2,b,0,e,27.0,100% organic extra virgin olive oil.
Fudge bars,"Milk and dairy products,Ice cream",4,c,7,b,67.0,"4% carbohydrate 4 ingredients: skim milk, whey, sugar, corn syrup, contains 2% or less of cocoa, cocoa processed with alkali, coconut oil, water, mono - and diglycerides, guar gum, cellulose gum, xanthan gum. contains milk. may contain traces of eggs, almonds, brazil nuts, cashews, coconut, hazelnuts, macadamia nuts, pecans, pine nuts, pistachios, walnuts, peanuts, wheat and soy. protein 4"
milder Apfel,"Beverages,Unsweetened beverages",1,c,5,c,50.0,100% Apfelsaft
Deluxe Dark Chocolate Gingers,"Sugary snacks,Biscuits and cakes",4,e,25,c,55.0,"40% Dark Chocolate (Sugar, Cocoa Mass**, Cocoa Butter**, Emulsifier: Soya Lecithins; Natural Vanilla Flavouring), Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Palm Oil, Bulking Agent Polydextrose; Salted Butter (Butter (Milk), Salt), Partially Inverted Refiners Syrup, 1.5% Ground Ginger, Raising Agents: Diphosphates, Sodium Carbonates. **Rainforest Alliance Certified. Find out more at ra.org"
Low Fat Toffee Yogurts,"Milk and dairy products,Milk and yogurt",4,c,4,a-plus,92.0,4 yaourts britanniques au cara_Yaourt_ britannique à faible teneur en matières grasses (_Lait_) - Sucre Sucre roux - Amidon de riz - _Lait_concentré sucré écrémé (_Lait_écrémé Sucre) - Beurre (_Lait_) - Arômes - Colorant : Caramel ordinaire - Gélifiant : Pectine (issue de Fruits) - Correcteur d'acidité: Acide lactique.
Extra Virgin Olive Oil,"Fats and sauces,Fats",2,b,-4,e,27.0,100% extra virgin olive oil
Extra Virgin Olive Oil,"Fats and sauces,Fats",2,b,0,e,27.0,100% extra virgin olive oil
Spanish olive oil,"Fats and sauces,Fats",2,b,0,e,27.0,100% extra virgin olive oil
Butterfinger Minis,"Sugary snacks,Sweets",4,e,27,d,32.0,"20 g 3% 2g 7% &lt;1g 12g 31g sugars es added sugars 11 g 22% 29 g 58% 30 7g potein 0mcg 0% 0 mcg 0% vitomin d 0% 50 mg 20mg 2% 0,5mg 2% 1,4 mg 6% otassium 80 mg 0% 210 mg 4% the % daily value (dv) tells you how much a nutrient in a serving of ood contributes to a daily diet, 2,000 calories a day is used for general nutrition advice, ingrsdients: corn syrup, sugar, peanuts, vegetable oil (palm kerne and palm oil), peanut flour, nonfat milk, less ad 2% of cucoa, milk, sált, soy lecithin, natural flavor, nnatto color, cont ns: milk, peanut, soy, vestributor ferrero u,s,a,, inc,, parsippany, nj 07054 ie er® is a trademark of ferrero group 201 ferrero group 4399 ferre 0®"
Concentré de tomate,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",3,c,5,e,25.0,"97 % saumon Atlantique (Salmo salar, élevé en Norvège), sel."
Butter Chicken,"Composite foods,One-dish meals",4,b,2,e,23.0,"16% Fat Cream (Cows' Milk), Water, Tomato Paste, Onion, Butter (Cows' Milk) (4%), Garlic Purée, Ginger Purée, Cashew Nut, Sugar, Rapeseed Oil, Salt, Coriander Leaf, Smoked Paprika, Green Chilli Purée, Coriander, Cumin, Lemon Juice, Fenugreek, Cardamom, Cinnamon, Mace, Colour: Paprika Extract, Ginger Powder, White Pepper, Chilli Powder, Paprika, Clove, Nutmeg, and Bay Leaf."
Deutsche Markenbutter aus Weidemilch,"Fats and sauces,Fats",2,e,20,d,34.0,82% Fett
,,3,c,9,b,63.0,"72% maïs, 20% sucre, graisse de palme, antioxydants: extrait riche en tocopherols, esters d'acides gras de l'acide ascorbique."
,"Fish‚ Meat‚ Eggs,Processed meat",4,d,14,f,-2.0,"80% Geflügelfleisch (Putenfleisch, Hähnchenfleisch), Trinkwasser, Hähnchenfett mit Haut, Speisesalz, Gewürze, Milchzucker, Dextrose, Stabilisator: Natriumcitrat, Gewürzextrakte, Schafsaitling. Kann Spuren von Milcheiweiß, Sellerie und Senf enthalten."
Madeleines Bouchons Chocolat,"Sugary snacks,Biscuits and cakes",3,e,29,d,42.0,"24.36% chocolat noir 63% origine non UE (cacao, sucre, beurre de cacao, émulsifiant léci - thine de colza, vanille bourbon gousse), œuf, farine de blé, beurre, sucre, miel, sucre perlé, levure chimique, zeste de citron."
Set honey,"Sugary snacks,Sweets",2,e,19,b,72.0,100% Pure honey
Potatoe chips sour cream,"Salty snacks,Appetizers",4,d,13,b,68.0,"65% pommes de terre, huile de tournesol, maltodextrine, sel, sucre, poudre d'oignon, poudre de levure, persil, acides (E 270 E 296), amidon modifié, ail en poudre, extrait de levure, arôme."
Finest dark chocolate,"Sugary snacks,Chocolate products",4,e,24,d,30.0,"70% pâte de cacao*, sucre, beurre de cacao, cacao maigre en poudre, émulsifiant: lécithines; arôme naturel de vanille"
Filet mignon orloff,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",4,c,7,e,19.0,"70% porc (Origine France), emmental (LAIT pasteurise de vache JE), sel, ferments lactiques, coagulants), barde, Bacon (viande de porc (origine UE) (96%), sel, acidifiant E331, extraits d'épices, E301, arome, E250, fume au bois de hêtre mate, persil."
brie le roitelet,"Milk and dairy products,Cheese",3,d,15,d,40.0,"34 00 LUNEL E.LeclercL BRIE LE ROITELET ingredients 32% ng/ produit fini. LAIT de vache pasteurisé. CR ME. sel, coagulant, ferment lactique et d'affinage. ORIGINE FRANCE"
Le burger pur boeuf façon bouchère,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",1,c,5,e,20.0,100% viande bovine
Gouda de noel,"Milk and dairy products,Cheese",4,d,18,c,49.0,"30,6 % MG sur produit fini. LAIT pasteurisé, sel, ferments lactiques (LAIT), présure, chlorure de calcium, nitrate de sodium E251, colorant: rocou E160b. PATE PRESSEE NON CUITE LAIT ET PROTEINES DU LAIT."
Pizza del gusto Montagnarde,"Composite foods,Pizza pies and quiches",4,d,13,d,31.0,"200 g de Pâte Napoli (52,6%) : pâte 50,5% (farine de BLÉ, eau, huile d'olive vierge extra, levure, sel), huile de tournesol. 105 g de Garniture d'Ingrédients savoureux (27,6%) : FROMAGE à RACLETTE 11,8% (LAIT de vache pasteurisé, sel, ferments lactiques, enzyme coagulante, conservateur : natamycine), lardons fumés cuits 6,1% (poitrine de porc 5,4% (origine : France), sel, arômes naturels (contient naturellement des polyphénols*), antioxydant : acide ascorbique), MOZZARELLA 5,2%, oignons, huile de colza, origan, persil 0,2%, poivre. 75 g de Sauce à la crème cuisinée (19,8%) : eau, CRÉME fraîche 6,8%, vin blanc 1,3%, PARMIGIANO REGGIANO 0,9%, échalotes, ail 0,5%, fécule de manioc, vinaigre balsamique (vinaigre de vin, moût de raisin cuit), câpres fines au vinaigre 0,2% (câpres 0,1%, eau, vinaigre d'alcool, sel), sel, MOUTARDE de Dijon (eau, graines de MOUTARDE, vinaigre d'alcool, sel), épices 0,03%. Traces éventuelles de SOJA, ŒUF, FRUITS A COQUE, POISSON, CELERI crustacés, mollusques, graines de SESAME et autres céréales contenant du GLUTEN. *Contribue à la préservation de l'oxydation."
Pizza nordique,"Composite foods,Pizza pies and quiches",4,d,12,c,50.0,"29200 BREST mBase tomate (60%) (Pte(60) Farine de bl. eau farine compite de bl (favine de bl. regluten de bl. farine de bl malt, antioxydant: E300) E300). huile de colza levure boulangre, sel, levure chiniqueliavine de bi. stabilisant E450i, acidifiant: E500ii, farine de bl malt. Garniture (40%) sauce tomate (concentre de tomate eau amidon modifi, sel, origan, basilic). Garnitures (40%) (hozzarella: lait de uache. sel, ferment, coagulant, antimotant E460U, Saumon fum dextrose, colorant conservateur, sel cvme fvache lait ferments lactiques stabilisateurs ciboulette. Cuisson 8-10minutes 200 Energie: 1082 Kj."
Pommse de terre wedges,"Cereals and potatoes,Potatoes",4,c,4,a,84.0,"97% pommes de terre (précuites), 2% huile de colza, sel, 0.2% oignon, stabilisant (phosphates), aromes, arome de fumé, épice"
5 Steaks de Porc (Sélection Fan de Barbecue),"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",1,a,0,d,30.0,100% filet de Porc. Viande de porc origine France.
Pechuga de pavo cocida al horno,"Fish‚ Meat‚ Eggs,Meat,Poultry",4,b,2,e,15.0,"96% pechuga de pavo, sal, dextrosa, especias, endurecedor: cloruro potásico; antioxidante: ascorbato sódico; extractos de especias, estabilizante: trifosfatos; conservador: nitrito sódico; correctores de acidez: acetato sódico, acetato ácido de sodio; aceite de nabina."
Taboulé au poulet rôti,"Composite foods,One-dish meals",3,c,4,b,65.0,"185 - ' de ble, sel), poivron vinaigre d alcc o Fabriqué dans un a o A consommer A consommerjusqut Conditionné sous att A conserver entrer 'e"
Jambon supérieur cuit au torchon,"Fish‚ Meat‚ Eggs,Processed meat",4,d,12,f,12.0,"4 TRANCHES I NGREDIENTS Jambon de porc*, sel, dextrose, bouillon (os de porc,poireau, carotte,aromes naturels), conservateurs:ascorbate de sodium nitrite de sodium"
Yaourt bio fraise,"Milk and dairy products,Milk and yogurt",4,c,4,a-plus,90.0,"77% lait entier, 10% fraise, 8.9% sucre de canne', poudre de lait écrémé, amidon de riz. jus de betterave, arôme naturel, jus de citron concentré, ferments lactiques."
Moelleux au chocolat,"Sugary snacks,Biscuits and cakes",4,e,28,e,25.0,"44400 REZE COEUR COULRNT X 4 (décongelé tteur coulant COEIJFS, sucre, chr (sucre, pâte d ne de cacao, ê,qulsiîiant: lecithine de SOF arbme vanille), eau, )prah non hydrogènee, Farine de BLE, poudi de cacao Ë'/,), poudre ;iFiant: lécithine de SOJB, colorant: beta - ' arotene), Produit décong setongeler."
4 saucisses de francfort,"Fish‚ Meat‚ Eggs,Processed meat",4,e,25,e,20.0,"4 SAUCISSES DE FRANCFORT Qualité superieure (coriandre poivre, muscade, oardarnorne exhausteur de goût glutamate de sodiurn i ail déshycraté, conservateurs I acide ascorbique, ascorbate de sodium nitrite de sodium ' glucano-deita-iactone Arôme et arôme de fumée, 'Origine : France Boyau collagènique ' colla êne, glycérine, cellulose, éventuelles 'iait, b?é, oeufs, moutarde, sulfites et fruits a toques V;ieurs"
Grandes escalopes de dinde x2,"Fish‚ Meat‚ Eggs,Meat,Poultry",1,a,-6,e,15.0,100% dinde
Taboulet Poulet,"Composite foods,One-dish meals",3,a,0,b,60.0,"65% semoule de BLE dur, concombre, blanc de poulet, tomate, poivron jaune, poivron rouge, poivron vert, oignon rouge, huile d'olive, menthe, jus de citron (eau, jus concentre de citron, jus concentré d'orange, pulpe de citron, acide citrique, extrait de citron), sel fin (sel, anti-agglomérant E535), poivre."
GOUDA Jeune 30+,"Milk and dairy products,Cheese",3,d,14,c,54.0,"18 g matières grasses dont 12,5 g acides gras saturés, 0 g glucides dont 9 g sucres, 28,3 g protéines, 1,8 g sel"
Comté,"Milk and dairy products,Cheese",3,d,12,c,52.0,"109041 D2 COMTE ingredients . lait, sel, ferments, presure Fromage a pate pressee cuite"
bio ginger shot,"Beverages,Unsweetened beverages",1,c,4,c,46.0,"65% jus de pomme', 25% jus de gingembre', 10% jus de citron, an anydant: acide ascorbique. issus de production biologique Bien agiter avant d'ouvrir. Non ouvert,"
Saucisson sec,"Fish‚ Meat‚ Eggs,Processed meat",4,e,27,e,16.0,"100% PORC FRANÇAIS DE NOS RÉGIONS FABRIQUÉ EN HAUTE-LOIRE - 1881 Wédients : viande de porc (maigre et gras), jambon 30%, se)de Guérafide, sel, dextrose, lactose, ail naturel, poivre, sucre, ferments lactique, conservateurs i. nitrite de sodium (scl iiilrité) nitrate de potassium (salpêtre), boyau naturel de porc. Produit sujet à dessiccation."
Faux-filet de boeuf,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",1,a,0,e,25.0,100% viande de bœuf
poulet,"Fish‚ Meat‚ Eggs,Meat,Poultry",1,a,-6,d,42.0,100%
Chaussons aux pommes pur Beurre,"Sugary snacks,Pastries",4,e,20,b,66.0,"6,90 €/k9 INEREDIENTS (farine de BLE, BEURRE eau, sel), Dorure: OEUFS, Garniture 40%, (purée de pommes concentrée 20%, morceaux de pommes 12%, sirop de glucose-fructose, sucre), Peut contenir des trace: de fruits à coque"
Cannelloni vier Käse,"Composite foods,One-dish meals",3,c,8,c,57.0,"16,4% Frischkäse Doppelrahmstufe, Wasser, Hartweizengrieß, Tomatenpüree, Vollmilch, Rapsöl, 4,0% Spinat, 3,6% Crème fraîche, 3,3% Emmentaler, Eier*, Weizenmehl, 2,4% Gorgonzola g.U., 2,0% schnittfester Mozzarella, Stärke, Eigelb*, Kräuter, 1,1% Hartkäse, Weizenpaniermehl (Weizenmehl, Hefe, Speisesalz), Zwiebeln, Knoblauch, Porree, Speisesalz, Champignons, Zucker, Gewürze, Weizenprotein. *von Eiern aus Bodenhaltung. Kann Spuren von Sellerie enthalten."
2 Faux-Filets de Bœuf,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",1,a,0,f,14.0,100% viande de bœuf
Dicke Fritte,"Cereals and potatoes,Potatoes",4,c,3,a,76.0,"91% Kartoffeln, 4% Sonnenblumenöl, modifizierte Stärke, Reismehl, Dextrine, Maltodextrine, Speisesalz, Backtriebmittel: Diphosphate, Natriumcarbonate; Stabilisator: Xanthan."
Kombucha (Pomegranate),"Beverages,Sweetened beverages",3,e,23,b,64.0,"96% JIVA Organic Kombucha (Fermented with Pure Water, Green Tea, White tea, Raw Sugar, JIVA Kombucha Live Culture), 4% Pomegranate Juice."
Bio Quatre Quarts,"Sugary snacks,Biscuits and cakes",4,e,28,b,60.0,"24,5% beurre (_lait_) *, 24% _œufs_ entiers *, 24% sucre roux de canne *, 24% farine de _blé_ *, poudres à lever : tartrates de potassium, carbonates de sodium ; sel de Guérande, arômes naturels (contient alcool). * Ingrédients issus de l'agriculture biologique. Traces éventuelles de fruits à coque."
Kartoffelchips Sour Cream-Dill-Geschmack,"Composite foods,One-dish meals",4,e,19,b,68.0,"63% Kartoffeln, 30% Sonnenblumenöl, Speisesalz, Süßmolkenpulver, Joghurtpulver, Dextrose, Zucker, Sauerrahmpulver, Dill, naturliches Aroma (enthält Milcherzeugnisse)."
Riz thaï demi-complet,"Cereals and potatoes,Cereals",1,b,0,e,23.0,100 % riz thaï demi-complet
Organic Agave Syrup,,1,e,20,e,24.0,100% Agave Syrup
Knusper Pop Müsli,"Cereals and potatoes,Breakfast cereals",4,d,11,b,73.0,"44% Vollkorn-_HAFERFLOCKEN_, Zucker, Sonnenblumenöl, 8,7 % Popcorn (Mais, Zucker, Invertzucker, Karamellzuckersirup, Rapsöl, Emulgator (Lecithine)), Oligofruktose, 5,0% Toffee-Stücke (Zucker, Kakaobutter, 20% Karamell Pulver (_MAGERMILCHPULVER_ SÜSSMOLKENPULVER, Zucker, _BUTTER_ natürliches Aroma), _VOLLMILCHPULVER_, Emulgator (Lecithine), Farbstoff (Paprikaextrakt)), getrocknete WEIZENKEIME, Reismehl, _WEIZENMEHL_, WEIZENVOLL KORNMEHL, Glukosesirup, Honig, Salz, Aroma, getrockneter _GERSTENMALZEXTRAKT_, _MAGERMILCHPULVER_."
crème de sésame tahin,"Cereals and potatoes,Cereals",1,d,12,b,63.0,100% sésame dépelliculé*. *Ingrédient issu de l'agriculture biologique.
Heidelbeeren,"Fruits and vegetables,Fruits",1,a,-3,a,82.0,100% Heidelbeeren
ahornsiroop,"Sugary snacks,Sweets",2,d,18,a-plus,96.0,100% ahornsiroop van biologische oorsprong.
Muesli croustillant aux éclats de chocolat noir,"Cereals and potatoes,Breakfast cereals",4,d,12,b,67.0,"43% flocons d'avoine complète, 15% pépites de chocolat noir (pâte de cacao, sucre, matière grasse lactique (lait), émulsifiant: lécithines (tournesol)), sucre, huile de palme, billes extrudées de maïs et de riz (4,1% semoule de maïs, farine de blé, 0,6% semoule de riz, sucre, sel), sirop de glucose, cornflakes (farine de maïs, sucre, sel, malt d'orge, émulsifiant : lécithines (tournesol)), 3,9% farine de blé, 2% amandes 1% noisettes, oligofructose, extrait de malt d'orge, miel, arôme naturel de vanille, sel, cannelle, arôme naturel, sucre caramélisé. Chocolat noir: cacao: 43% minimum. Traces éventuelles de soja et d'autres fruits à coque. Idéal accompagné de lait froid, de yaourt ou de fromage blanc. On peut aussi le consommer tel quel. Non ouvert,"
Les carrés banane,"Sugary snacks,Biscuits and cakes",4,b,2,a,75.0,"65% farine de riz bio, 10% farine de pois chiches bio, 7,5% poudre de lait entier bio. 6% poudre de banane bio, 5% farine de quinoa bio, 5% farine de sarrasin bía. arôme naturel bio, vitamine B1."
Steack haché casher,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",1,c,6,f,-11.0,100 % viande bovine
Heringsfilets in Tomatensauce,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",4,c,5,b,71.0,"60 % Heringsfilets, Trinkwasser, 11% Tomatenmark, Rapsöl, Zucker, Verdickungsmittet: Guarkernmehl, Johannisbrotkernmehl; Stärke, Branntwein - essig (AT: Weingeistessig), Speisesalz, Milcheiweiß, natürliche Aromen, Gewürze, Säuerungsmittel: Apfelsäure."
Tofu Bio al naturale,"Cereals and potatoes,Legumes",3,a,-4,a-plus,118.0,"58% fagioli di _soia_*, acqua, coagulante: cloruro di magnesio. *da agricoltura biologica. Può contenere tracce di cereali contenenti _glutine_ (grano, avena, farro, segale) e _latte_."
Schnitzel,"Cereals and potatoes,Legumes",4,e,20,a,78.0,"49% texturiertes Erbsenprotein (Erbsenpratain, Erbsenmehl), Verdickungsmittel: Methylcellulose, 11% Erbsenmehl, Flohsamenschalen 6,1% Erbsenelweiß, Rapsöl, Speisesalz, 3% enzymatisch hydrolysiertes Erbsenelweiß, Aramen, Gewürzextrakt"
